"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,118.609804271483,,
"OECD","OECD - Total","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,119.584545039845,,
"OECD","OECD - Total","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,120.605484259611,,
"MEX","Mexico","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.339657342056,,
"MEX","Mexico","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.929101867064,,
"MEX","Mexico","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.515690931085,,
"MEX","Mexico","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,103.108898748127,,
"MEX","Mexico","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,103.793603454751,,
"MEX","Mexico","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.405284401977,,
"MEX","Mexico","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,105.039500364336,,
"MEX","Mexico","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.699859411656,,
"MEX","Mexico","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,106.328124292659,,
"MEX","Mexico","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.989039838474,,
"MEX","Mexico","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.712222724603,,
"MEX","Mexico","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.437659460884,,
"MEX","Mexico","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,109.145207724781,,
"MEX","Mexico","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.026288289576,,
"MEX","Mexico","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,110.818905506522,,
"MEX","Mexico","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,111.337576781364,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,106.127195662627,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,107.809544363282,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.380903571296,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,109.385466393898,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,111.9051273971,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.939498567993,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.77107080553,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,114.541850401656,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,115.917869350255,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,118.31816919614,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,119.683071377335,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,121.419833323435,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,122.315257468573,,
"HUN","Hungary","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,122.737384983152,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,126.413278682866,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,129.0158619196,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,132.915773425222,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,135.38630363469,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,136.942937063141,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,134.50970120498,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,132.254025504608,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,132.523057835397,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,130.600176105032,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,132.112383258295,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,131.628166530175,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,129.592284273617,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,129.287579957506,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,129.793959424356,,
"NOR","Norway","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,129.73651922734,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.835051864591,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,103.940316072407,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.002081899885,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.454133408096,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,106.014455287673,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,106.035506244675,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,105.523923589965,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.502540575479,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,105.265469917912,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.182703430899,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,103.213590219956,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,101.487034208283,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,98.8124722451884,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,97.2158434389223,,
"TUR","Turkey","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,97.9797927039873,,
"AUS","Australia","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.473644089998,,
"AUS","Australia","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.657364000003,,
"AUS","Australia","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.893974767529,,
"AUS","Australia","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,100.983267518503,,
"AUS","Australia","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,101.102969613353,,
"AUS","Australia","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,101.306049622727,,
"AUS","Australia","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,101.44838328761,,
"AUS","Australia","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,101.703248171391,,
"AUS","Australia","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,101.916672613719,,
"AUS","Australia","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,101.947405327262,,
"AUS","Australia","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,102.094208388985,,
"AUS","Australia","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,102.245864694907,,
"AUS","Australia","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,102.366740049358,,
"AUS","Australia","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,102.406175027743,,
"AUS","Australia","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,102.463116938363,,
"NOR","Norway","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.855535040797,,
"NOR","Norway","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.129776358931,,
"NOR","Norway","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.055167855957,,
"NOR","Norway","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.263714124678,,
"NOR","Norway","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.40706409875,,
"NOR","Norway","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,107.017130223673,,
"NOR","Norway","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,106.130206152051,,
"NOR","Norway","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,106.025115550659,,
"NOR","Norway","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,105.179011899106,,
"NOR","Norway","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.715654988862,,
"NOR","Norway","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.590912507614,,
"NOR","Norway","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,105.822937083887,,
"NOR","Norway","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,105.760640191874,,
"NOR","Norway","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,106.514356017559,,
"NOR","Norway","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,107.410808438175,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,86.0906199427288,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,85.761128074658,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,85.1811096451444,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,85.13737805795,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,84.7673891665474,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,85.7146455627524,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,87.1773288259494,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,88.5227651947038,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,89.5422141271148,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,90.5124505995394,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,91.5375688745535,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,92.1550906353932,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,94.2840674651693,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,97.6865894967565,,
"USA","United States","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.281208170582,,
"USA","United States","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,103.264035508582,,
"USA","United States","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,104.232370087416,,
"USA","United States","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.313648497109,,
"USA","United States","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,106.277881575418,,
"USA","United States","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,107.229817738094,,
"USA","United States","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,108.208898648332,,
"USA","United States","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,109.20736667675,,
"USA","United States","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,110.172485593143,,
"USA","United States","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,111.113420574801,,
"USA","United States","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,112.12024008372,,
"USA","United States","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,113.103620724801,,
"USA","United States","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,114.077707806121,,
"USA","United States","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,115.313328947335,,
"USA","United States","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,116.37651435211,,
"USA","United States","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,116.914118296334,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.047193529513,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,99.9512164542671,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.077918576682,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.7226306199409,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.2300881211839,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,98.8534431272347,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,98.4171039643389,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,98.225684633207,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,98.3846529011454,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,98.068841712073,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,97.2557218826622,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,97.3373126907753,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,97.1530983347131,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,97.6473170145502,,
"FIN","Finland","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.29254995692,,
"FIN","Finland","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.212883987042,,
"FIN","Finland","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.276659940848,,
"FIN","Finland","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.9525215732384,,
"FIN","Finland","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,101.317974760586,,
"FIN","Finland","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,101.11217104499,,
"FIN","Finland","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,101.041133557435,,
"FIN","Finland","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.624310874293,,
"FIN","Finland","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,100.483338302778,,
"FIN","Finland","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,100.856728782587,,
"FIN","Finland","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,100.681107677534,,
"FIN","Finland","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.991008956519,,
"FIN","Finland","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,100.15374724939,,
"FIN","Finland","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,100.478572735971,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,98.1034020749286,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,99.2709420243263,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,99.6750765497786,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,97.991510740551,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,98.2098613325244,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,99.2965095803742,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,97.7768476653349,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,99.1558298106367,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,96.9671017555401,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,97.3617469428504,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,96.9357234963283,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,95.9870866406998,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,95.3763958816443,,
"FIN","Finland","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,95.3520698447955,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.256840820484,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.051418874362,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.943427302303,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.768313002851,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,110.505137499656,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.724359273999,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.229522033372,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,113.370981192973,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,117.567343363358,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,117.332749099271,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,120.750903234037,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,123.789004300979,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,125.7807474031,,
"LUX","Luxembourg","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,130.665871495406,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.215789938655,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.293935407369,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,103.133091919433,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,103.919810472959,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,105.642500084743,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,105.259716884686,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,106.905684838106,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,107.684146228642,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,108.219691717819,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.400788040844,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,109.599291763465,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,110.441412312675,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,112.064767754359,,
"BEL","Belgium","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,112.796299579503,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,110.929440828238,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,111.703365858324,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,113.17634675545,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,114.657767519651,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,116.657736855811,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,118.305902615272,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,119.282416646723,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,121.448380983017,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,123.464718427143,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,124.824619247705,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,126.804584501881,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,128.069114361408,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,128.864816565758,,
"NLD","Netherlands","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,130.78333315409,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,105.276658929622,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,106.17500541901,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,107.750469608549,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,110.03000142991,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,112.753724179667,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,114.240100683063,,
